fecha,clausura
24/12/2016 00:00,892.63
25/12/2016 00:00,891.67
26/12/2016 00:00,899.1
27/12/2016 00:00,929.92
28/12/2016 00:00,975.97
29/12/2016 00:00,968.99
30/12/2016 00:00,959.03
31/12/2016 00:00,964.32
01/01/2017 00:00,998.8
02/01/2017 00:00,1014.1
03/01/2017 00:00,1036.99
04/01/2017 00:00,1122.56
05/01/2017 00:00,994.02
06/01/2017 00:00,891.56
07/01/2017 00:00,897.14
08/01/2017 00:00,906.17
09/01/2017 00:00,899.99
10/01/2017 00:00,907.96
11/01/2017 00:00,788.81
12/01/2017 00:00,816
13/01/2017 00:00,826.9
14/01/2017 00:00,819.66
15/01/2017 00:00,822.47
16/01/2017 00:00,829.62
17/01/2017 00:00,906.08
18/01/2017 00:00,876.74
19/01/2017 00:00,900.46
20/01/2017 00:00,895.62
21/01/2017 00:00,921.1
22/01/2017 00:00,919.39
23/01/2017 00:00,921.39
24/01/2017 00:00,893
25/01/2017 00:00,892.95
26/01/2017 00:00,916.34
27/01/2017 00:00,917.84
28/01/2017 00:00,917.75
29/01/2017 00:00,913.1
30/01/2017 00:00,921.08
31/01/2017 00:00,965.01
01/02/2017 00:00,983.36
02/02/2017 00:00,1008.18
03/02/2017 00:00,1012.64
04/02/2017 00:00,1034.44
05/02/2017 00:00,1014.57
06/02/2017 00:00,1023.7
07/02/2017 00:00,1054.12
08/02/2017 00:00,1056.99
09/02/2017 00:00,981.96
10/02/2017 00:00,997.57
11/02/2017 00:00,1011.98
12/02/2017 00:00,1001.63
13/02/2017 00:00,1000.25
14/02/2017 00:00,1011.51
15/02/2017 00:00,1011.53
16/02/2017 00:00,1032.7
17/02/2017 00:00,1055.46
18/02/2017 00:00,1056.4
19/02/2017 00:00,1051.8
20/02/2017 00:00,1084
21/02/2017 00:00,1124.62
22/02/2017 00:00,1130.01
23/02/2017 00:00,1188.11
24/02/2017 00:00,1180.14
25/02/2017 00:00,1152.2
26/02/2017 00:00,1179.05
27/02/2017 00:00,1194.64
28/02/2017 00:00,1191.21
01/03/2017 00:00,1226.39
02/03/2017 00:00,1257.6
03/03/2017 00:00,1285.33
04/03/2017 00:00,1260
05/03/2017 00:00,1273
06/03/2017 00:00,1278.49
07/03/2017 00:00,1233.05
08/03/2017 00:00,1150.05
09/03/2017 00:00,1190.89
10/03/2017 00:00,1116.97
11/03/2017 00:00,1176.55
12/03/2017 00:00,1226.62
13/03/2017 00:00,1242.46
14/03/2017 00:00,1245.86
15/03/2017 00:00,1257.32
16/03/2017 00:00,1172.62
17/03/2017 00:00,1071.02
18/03/2017 00:00,969.4
19/03/2017 00:00,1017.97
20/03/2017 00:00,1035.96
21/03/2017 00:00,1114.39
22/03/2017 00:00,1037.56
23/03/2017 00:00,1029.65
24/03/2017 00:00,929.06
25/03/2017 00:00,956.02
26/03/2017 00:00,960
27/03/2017 00:00,1039.92
28/03/2017 00:00,1043.99
29/03/2017 00:00,1035.96
30/03/2017 00:00,1033.7
31/03/2017 00:00,1070.31
01/04/2017 00:00,1083.94
02/04/2017 00:00,1078.01
03/04/2017 00:00,1144.77
04/04/2017 00:00,1143
05/04/2017 00:00,1134.58
06/04/2017 00:00,1190.85
07/04/2017 00:00,1190.66
08/04/2017 00:00,1184.03
09/04/2017 00:00,1206.2
